year,gender,age,constituency_area,area,value,elderly
2015,Males,80 - 84,Rochor,Bencoolen,20,Y
2015,Males,80 - 84,Rochor,Farrer Park,30,Y
2015,Males,80 - 84,Rochor,Kampong Glam,10,Y
2015,Males,80 - 84,Rochor,Little India,50,Y
2015,Males,80 - 84,Rochor,Mount Emily,10,Y
2015,Males,80 - 84,Rochor,Selegie,10,Y
2015,Males,80 - 84,Rochor,Sungei Road,40,Y
2015,Males,80 - 84,Rochor,Victoria,20,Y
2015,Males,80 - 84,Sembawang,Admiralty,50,Y
2015,Males,80 - 84,Sembawang,Sembawang Central,80,Y
2015,Males,80 - 84,Sembawang,Sembawang North,50,Y
2015,Males,80 - 84,Sembawang,Sembawang Springs,40,Y
2015,Males,80 - 84,Sembawang,Sembawang Straits,10,Y
2015,Males,80 - 84,Sengkang,Anchorvale,70,Y
2015,Males,80 - 84,Sengkang,Compassvale,30,Y
2015,Males,80 - 84,Sengkang,Fernvale,90,Y
2015,Males,80 - 84,Sengkang,Rivervale,160,Y
2015,Males,80 - 84,Sengkang,Sengkang Town Centre,130,Y
2015,Males,80 - 84,Serangoon,Lorong Chuan,70,Y
2015,Males,80 - 84,Serangoon,Seletar Hills,100,Y
2015,Males,80 - 84,Serangoon,Serangoon Central,150,Y
2015,Males,80 - 84,Serangoon,Serangoon Garden,320,Y
2015,Males,80 - 84,Serangoon,Serangoon North,50,Y
2015,Males,80 - 84,Serangoon,Upper Paya Lebar,100,Y
2015,Males,80 - 84,Sungei Kadut,Turf Club,10,Y
2015,Males,80 - 84,Tampines,Simei,150,Y
2015,Males,80 - 84,Tampines,Tampines East,600,Y
2015,Males,80 - 84,Tampines,Tampines West,290,Y
2015,Males,80 - 84,Tampines,Xilin,10,Y
2015,Males,80 - 84,Tanglin,Chatsworth,30,Y
2015,Males,80 - 84,Tanglin,Nassim,50,Y
2015,Males,80 - 84,Tanglin,Ridout,20,Y
2015,Males,80 - 84,Tanglin,Tyersall,20,Y
2015,Males,80 - 84,Toa Payoh,Boon Teck,160,Y
2015,Males,80 - 84,Toa Payoh,Braddell,90,Y
2015,Males,80 - 84,Toa Payoh,Joo Seng,60,Y
2015,Males,80 - 84,Toa Payoh,Kim Keat,70,Y
2015,Males,80 - 84,Toa Payoh,Lorong 8 Toa Payoh,90,Y
2015,Males,80 - 84,Toa Payoh,Pei Chun,110,Y
2015,Males,80 - 84,Toa Payoh,Potong Pasir,90,Y
2015,Males,80 - 84,Toa Payoh,Sennett,60,Y
2015,Males,80 - 84,Toa Payoh,Toa Payoh Central,240,Y
2015,Males,80 - 84,Toa Payoh,Toa Payoh West,150,Y
2015,Males,80 - 84,Toa Payoh,Woodleigh,10,Y
2015,Males,80 - 84,Woodlands,Midview,110,Y
2015,Males,80 - 84,Woodlands,North Coast,90,Y
2015,Males,80 - 84,Woodlands,Woodgrove,120,Y
2015,Males,80 - 84,Woodlands,Woodlands East,200,Y
2015,Males,80 - 84,Woodlands,Woodlands South,80,Y
2015,Males,80 - 84,Woodlands,Woodlands West,180,Y
2015,Males,80 - 84,Yishun,Khatib,60,Y
2015,Males,80 - 84,Yishun,Nee Soon,10,Y
2015,Males,80 - 84,Yishun,Northland,90,Y
2015,Males,80 - 84,Yishun,Springleaf,20,Y
2015,Males,80 - 84,Yishun,Yishun Central,10,Y
2015,Males,80 - 84,Yishun,Yishun East,140,Y
2015,Males,80 - 84,Yishun,Yishun South,170,Y
2015,Males,80 - 84,Yishun,Yishun West,280,Y
2015,Males,85 & Over,Ang Mo Kio,Ang Mo Kio Town Centre,20,Y
2015,Males,85 & Over,Ang Mo Kio,Cheng San,110,Y
2015,Males,85 & Over,Ang Mo Kio,Chong Boon,140,Y
2015,Males,85 & Over,Ang Mo Kio,Kebun Bahru,110,Y
2015,Males,85 & Over,Ang Mo Kio,Sembawang Hills,50,Y
2015,Males,85 & Over,Ang Mo Kio,Shangri-La,90,Y
2015,Males,85 & Over,Ang Mo Kio,Tagore,40,Y
2015,Males,85 & Over,Ang Mo Kio,Townsville,130,Y
2015,Males,85 & Over,Ang Mo Kio,Yio Chu Kang East,20,Y
2015,Males,85 & Over,Ang Mo Kio,Yio Chu Kang West,80,Y
2015,Males,85 & Over,Bedok,Bayshore,30,Y
2015,Males,85 & Over,Bedok,Bedok North,370,Y
2015,Males,85 & Over,Bedok,Bedok Reservoir,60,Y
2015,Males,85 & Over,Bedok,Bedok South,270,Y
2015,Males,85 & Over,Bedok,Frankel,220,Y
2015,Males,85 & Over,Bedok,Kaki Bukit,120,Y
2015,Males,85 & Over,Bedok,Kembangan,200,Y
2015,Males,85 & Over,Bedok,Siglap,40,Y
2015,Males,85 & Over,Bishan,Bishan East,70,Y
2015,Males,85 & Over,Bishan,Marymount,90,Y
2015,Males,85 & Over,Bishan,Upper Thomson,170,Y
2015,Males,85 & Over,Bukit Batok,Bukit Batok Central,80,Y
2015,Males,85 & Over,Bukit Batok,Bukit Batok East,30,Y
2015,Males,85 & Over,Bukit Batok,Bukit Batok South,30,Y
2015,Males,85 & Over,Bukit Batok,Bukit Batok West,30,Y
2015,Males,85 & Over,Bukit Batok,Gombak,30,Y
2015,Males,85 & Over,Bukit Batok,Guilin,40,Y
2015,Males,85 & Over,Bukit Batok,Hillview,60,Y
2015,Males,85 & Over,Bukit Batok,Hong Kah North,70,Y
2015,Males,85 & Over,Bukit Merah,Alexandra Hill,110,Y
2015,Males,85 & Over,Bukit Merah,Bukit Ho Swee,140,Y
2015,Males,85 & Over,Bukit Merah,Bukit Merah,10,Y
2015,Males,85 & Over,Bukit Merah,Depot Road,20,Y
2015,Males,85 & Over,Bukit Merah,Everton Park,80,Y
2015,Males,85 & Over,Bukit Merah,Henderson Hill,100,Y
2015,Males,85 & Over,Bukit Merah,Kampong Tiong Bahru,70,Y
2015,Males,85 & Over,Bukit Merah,Maritime Square,10,Y
2015,Males,85 & Over,Bukit Merah,Redhill,80,Y
2015,Males,85 & Over,Bukit Merah,Telok Blangah Drive,80,Y
2015,Males,85 & Over,Bukit Merah,Telok Blangah Rise,90,Y
2015,Males,85 & Over,Bukit Merah,Telok Blangah Way,90,Y
2015,Males,85 & Over,Bukit Merah,Tiong Bahru,80,Y
2015,Males,85 & Over,Bukit Merah,Tiong Bahru Station,90,Y
2015,Males,85 & Over,Bukit Panjang,Bangkit,90,Y
2015,Males,85 & Over,Bukit Panjang,Dairy Farm,20,Y
2015,Males,85 & Over,Bukit Panjang,Fajar,40,Y
2015,Males,85 & Over,Bukit Panjang,Jelebu,70,Y
2015,Males,85 & Over,Bukit Panjang,Nature Reserve,10,Y
2015,Males,85 & Over,Bukit Panjang,Saujana,50,Y
2015,Males,85 & Over,Bukit Panjang,Senja,60,Y
2015,Males,85 & Over,Bukit Timah,Anak Bukit,100,Y
2015,Males,85 & Over,Bukit Timah,Coronation Road,40,Y
2015,Males,85 & Over,Bukit Timah,Farrer Court,40,Y
2015,Males,85 & Over,Bukit Timah,Hillcrest,50,Y
2015,Males,85 & Over,Bukit Timah,Holland Road,30,Y
2015,Males,85 & Over,Bukit Timah,Leedon Park,30,Y
2015,Males,85 & Over,Bukit Timah,Swiss Club,50,Y
2015,Males,85 & Over,Bukit Timah,Ulu Pandan,40,Y
2015,Males,85 & Over,Changi,Changi Point,10,Y
2015,Males,85 & Over,Changi,Changi West,10,Y
2015,Males,85 & Over,Choa Chu Kang,Choa Chu Kang Central,40,Y
2015,Males,85 & Over,Choa Chu Kang,Choa Chu Kang North,60,Y
2015,Males,85 & Over,Choa Chu Kang,Keat Hong,40,Y
2015,Males,85 & Over,Choa Chu Kang,Peng Siang,70,Y
2015,Males,85 & Over,Choa Chu Kang,Teck Whye,80,Y
2015,Males,85 & Over,Choa Chu Kang,Yew Tee,60,Y
2015,Males,85 & Over,Clementi,Clementi Central,60,Y
2015,Males,85 & Over,Clementi,Clementi North,180,Y
2015,Males,85 & Over,Clementi,Clementi West,60,Y
2015,Males,85 & Over,Clementi,Clementi Woods,70,Y
2015,Males,85 & Over,Clementi,Faber,10,Y
2015,Males,85 & Over,Clementi,Sunset Way,30,Y
2015,Males,85 & Over,Clementi,West Coast,10,Y
2015,Males,85 & Over,Downtown Core,Bugis,30,Y
2015,Males,85 & Over,Downtown Core,Tanjong Pagar,40,Y
2015,Males,85 & Over,Geylang,Aljunied,270,Y
2015,Males,85 & Over,Geylang,Geylang East,180,Y
2015,Males,85 & Over,Geylang,Kampong Ubi,30,Y
2015,Males,85 & Over,Geylang,Macpherson,180,Y
2015,Males,85 & Over,Hougang,Hougang Central,20,Y
2015,Males,85 & Over,Hougang,Hougang East,50,Y
2015,Males,85 & Over,Hougang,Hougang West,130,Y
2015,Males,85 & Over,Hougang,Kangkar,90,Y
2015,Males,85 & Over,Hougang,Kovan,110,Y
2015,Males,85 & Over,Hougang,Lorong Ah Soo,140,Y
2015,Males,85 & Over,Hougang,Tai Seng,70,Y
2015,Males,85 & Over,Hougang,Trafalgar,120,Y
2015,Males,85 & Over,Jurong East,Teban Gardens,60,Y
2015,Males,85 & Over,Jurong East,Toh Guan,30,Y
2015,Males,85 & Over,Jurong East,Yuhua East,90,Y
2015,Males,85 & Over,Jurong East,Yuhua West,70,Y
2015,Males,85 & Over,Jurong West,Boon Lay Place,70,Y
2015,Males,85 & Over,Jurong West,Hong Kah,140,Y
2015,Males,85 & Over,Jurong West,Jurong West Central,80,Y
2015,Males,85 & Over,Jurong West,Taman Jurong,90,Y
2015,Males,85 & Over,Jurong West,Wenya,10,Y
2015,Males,85 & Over,Jurong West,Yunnan,90,Y
2015,Males,85 & Over,Kallang,Bendemeer,190,Y
2015,Males,85 & Over,Kallang,Boon Keng,80,Y
2015,Males,85 & Over,Kallang,Crawford,140,Y
2015,Males,85 & Over,Kallang,Geylang Bahru,90,Y
2015,Males,85 & Over,Kallang,Kampong Java,70,Y
2015,Males,85 & Over,Kallang,Lavender,70,Y
2015,Males,85 & Over,Kallang,Tanjong Rhu,40,Y
2015,Males,85 & Over,Mandai,Mandai Estate,10,Y
2015,Males,85 & Over,Marine Parade,Katong,60,Y
2015,Males,85 & Over,Marine Parade,Marine Parade,210,Y
2015,Males,85 & Over,Marine Parade,Mountbatten,50,Y
2015,Males,85 & Over,Newton,Cairnhill,20,Y
2015,Males,85 & Over,Newton,Goodwood Park,10,Y
2015,Males,85 & Over,Newton,Monk's Hill,10,Y
2015,Males,85 & Over,Newton,Orange Grove,10,Y
2015,Males,85 & Over,Novena,Balestier,220,Y
2015,Males,85 & Over,Novena,Dunearn,30,Y
2015,Males,85 & Over,Novena,Malcolm,20,Y
2015,Males,85 & Over,Novena,Moulmein,40,Y
2015,Males,85 & Over,Novena,Mount Pleasant,10,Y
2015,Males,85 & Over,Outram,China Square,10,Y
2015,Males,85 & Over,Outram,Chinatown,90,Y
2015,Males,85 & Over,Outram,Pearl's Hill,110,Y
2015,Males,85 & Over,Pasir Ris,Flora Drive,50,Y
2015,Males,85 & Over,Pasir Ris,Loyang East,10,Y
2015,Males,85 & Over,Pasir Ris,Loyang West,20,Y
2015,Males,85 & Over,Pasir Ris,Pasir Ris Central,50,Y
2015,Males,85 & Over,Pasir Ris,Pasir Ris Drive,130,Y
2015,Males,85 & Over,Pasir Ris,Pasir Ris Park,10,Y
2015,Males,85 & Over,Pasir Ris,Pasir Ris West,70,Y
2015,Males,85 & Over,Punggol,Matilda,20,Y
2015,Males,85 & Over,Punggol,Punggol Field,80,Y
2015,Males,85 & Over,Punggol,Punggol Town Centre,10,Y
2015,Males,85 & Over,Punggol,Waterway East,30,Y
2015,Males,85 & Over,Queenstown,Commonwealth,70,Y
2015,Males,85 & Over,Queenstown,Dover,60,Y
2015,Males,85 & Over,Queenstown,Ghim Moh,80,Y
2015,Males,85 & Over,Queenstown,Holland Drive,120,Y
2015,Males,85 & Over,Queenstown,Margaret Drive,50,Y
2015,Males,85 & Over,Queenstown,Mei Chin,130,Y
2015,Males,85 & Over,Queenstown,Pasir Panjang 1,10,Y
2015,Males,85 & Over,Queenstown,Pasir Panjang 2,10,Y
2015,Males,85 & Over,Queenstown,Tanglin Halt,90,Y
2015,Males,85 & Over,River Valley,Institution Hill,10,Y
2015,Males,85 & Over,River Valley,Leonie Hill,10,Y
2015,Males,85 & Over,River Valley,One Tree Hill,10,Y
2015,Males,85 & Over,River Valley,Oxley,20,Y
2015,Males,85 & Over,Rochor,Bencoolen,20,Y
2015,Males,85 & Over,Rochor,Farrer Park,80,Y
2015,Males,85 & Over,Rochor,Kampong Glam,30,Y
2015,Males,85 & Over,Rochor,Little India,60,Y
2015,Males,85 & Over,Rochor,Mount Emily,10,Y
2015,Males,85 & Over,Rochor,Sungei Road,20,Y
2015,Males,85 & Over,Rochor,Victoria,30,Y
2015,Males,85 & Over,Sembawang,Admiralty,40,Y
2015,Males,85 & Over,Sembawang,Sembawang Central,60,Y
2015,Males,85 & Over,Sembawang,Sembawang North,30,Y
2015,Males,85 & Over,Sembawang,Sembawang Springs,40,Y
2015,Males,85 & Over,Sengkang,Anchorvale,50,Y
2015,Males,85 & Over,Sengkang,Compassvale,20,Y
2015,Males,85 & Over,Sengkang,Fernvale,70,Y
2015,Males,85 & Over,Sengkang,Rivervale,100,Y
2015,Males,85 & Over,Sengkang,Sengkang Town Centre,100,Y
2015,Males,85 & Over,Serangoon,Lorong Chuan,60,Y
2015,Males,85 & Over,Serangoon,Seletar Hills,60,Y
2015,Males,85 & Over,Serangoon,Serangoon Central,90,Y
2015,Males,85 & Over,Serangoon,Serangoon Garden,210,Y
2015,Males,85 & Over,Serangoon,Serangoon North,30,Y
2015,Males,85 & Over,Serangoon,Upper Paya Lebar,70,Y
2015,Males,85 & Over,Singapore River,Clarke Quay,10,Y
2015,Males,85 & Over,Singapore River,Robertson Quay,10,Y
2015,Males,85 & Over,Tampines,Simei,130,Y
2015,Males,85 & Over,Tampines,Tampines East,370,Y
2015,Males,85 & Over,Tampines,Tampines West,170,Y
2015,Males,85 & Over,Tanglin,Chatsworth,20,Y
2015,Males,85 & Over,Tanglin,Nassim,50,Y
2015,Males,85 & Over,Tanglin,Ridout,10,Y
2015,Males,85 & Over,Tanglin,Tyersall,20,Y
2015,Males,85 & Over,Toa Payoh,Boon Teck,120,Y
2015,Males,85 & Over,Toa Payoh,Braddell,90,Y
2015,Males,85 & Over,Toa Payoh,Joo Seng,50,Y
2015,Males,85 & Over,Toa Payoh,Kim Keat,50,Y
2015,Males,85 & Over,Toa Payoh,Lorong 8 Toa Payoh,50,Y
2015,Males,85 & Over,Toa Payoh,Pei Chun,70,Y
2015,Males,85 & Over,Toa Payoh,Potong Pasir,40,Y
2015,Males,85 & Over,Toa Payoh,Sennett,60,Y
2015,Males,85 & Over,Toa Payoh,Toa Payoh Central,180,Y
2015,Males,85 & Over,Toa Payoh,Toa Payoh West,110,Y
2015,Males,85 & Over,Toa Payoh,Woodleigh,10,Y
2015,Males,85 & Over,Woodlands,Midview,70,Y
2015,Males,85 & Over,Woodlands,North Coast,40,Y
2015,Males,85 & Over,Woodlands,Woodgrove,70,Y
2015,Males,85 & Over,Woodlands,Woodlands East,110,Y
2015,Males,85 & Over,Woodlands,Woodlands South,50,Y
2015,Males,85 & Over,Woodlands,Woodlands West,100,Y
2015,Males,85 & Over,Yishun,Khatib,30,Y
2015,Males,85 & Over,Yishun,Nee Soon,10,Y
2015,Males,85 & Over,Yishun,Northland,70,Y
2015,Males,85 & Over,Yishun,Springleaf,20,Y
2015,Males,85 & Over,Yishun,Yishun East,60,Y
2015,Males,85 & Over,Yishun,Yishun South,120,Y
2015,Males,85 & Over,Yishun,Yishun West,150,Y
2015,Females,65 - 69,Ang Mo Kio,Ang Mo Kio Town Centre,150,Y
2015,Females,65 - 69,Ang Mo Kio,Cheng San,970,Y
2015,Females,65 - 69,Ang Mo Kio,Chong Boon,1050,Y
2015,Females,65 - 69,Ang Mo Kio,Kebun Bahru,870,Y
2015,Females,65 - 69,Ang Mo Kio,Sembawang Hills,210,Y
2015,Females,65 - 69,Ang Mo Kio,Shangri-La,610,Y
2015,Females,65 - 69,Ang Mo Kio,Tagore,190,Y
2015,Females,65 - 69,Ang Mo Kio,Townsville,880,Y
2015,Females,65 - 69,Ang Mo Kio,Yio Chu Kang East,100,Y
2015,Females,65 - 69,Ang Mo Kio,Yio Chu Kang West,780,Y
2015,Females,65 - 69,Bedok,Bayshore,140,Y
2015,Females,65 - 69,Bedok,Bedok North,2810,Y
2015,Females,65 - 69,Bedok,Bedok Reservoir,600,Y
2015,Females,65 - 69,Bedok,Bedok South,1600,Y
2015,Females,65 - 69,Bedok,Frankel,890,Y
2015,Females,65 - 69,Bedok,Kaki Bukit,1080,Y
2015,Females,65 - 69,Bedok,Kembangan,1170,Y
2015,Females,65 - 69,Bedok,Siglap,280,Y
2015,Females,65 - 69,Bishan,Bishan East,890,Y
2015,Females,65 - 69,Bishan,Marymount,700,Y
2015,Females,65 - 69,Bishan,Upper Thomson,930,Y
2015,Females,65 - 69,Bukit Batok,Bukit Batok Central,610,Y
2015,Females,65 - 69,Bukit Batok,Bukit Batok East,380,Y
2015,Females,65 - 69,Bukit Batok,Bukit Batok South,220,Y
2015,Females,65 - 69,Bukit Batok,Bukit Batok West,350,Y
2015,Females,65 - 69,Bukit Batok,Gombak,240,Y
2015,Females,65 - 69,Bukit Batok,Guilin,270,Y
2015,Females,65 - 69,Bukit Batok,Hillview,330,Y
2015,Females,65 - 69,Bukit Batok,Hong Kah North,590,Y
2015,Females,65 - 69,Bukit Merah,Alexandra Hill,530,Y
2015,Females,65 - 69,Bukit Merah,Alexandra North,20,Y
2015,Females,65 - 69,Bukit Merah,Bukit Ho Swee,560,Y
2015,Females,65 - 69,Bukit Merah,Bukit Merah,60,Y
2015,Females,65 - 69,Bukit Merah,Depot Road,160,Y
2015,Females,65 - 69,Bukit Merah,Everton Park,330,Y
2015,Females,65 - 69,Bukit Merah,Henderson Hill,450,Y
2015,Females,65 - 69,Bukit Merah,Kampong Tiong Bahru,410,Y
2015,Females,65 - 69,Bukit Merah,Maritime Square,40,Y
2015,Females,65 - 69,Bukit Merah,Redhill,310,Y
2015,Females,65 - 69,Bukit Merah,Telok Blangah Drive,630,Y
2015,Females,65 - 69,Bukit Merah,Telok Blangah Rise,610,Y
2015,Females,65 - 69,Bukit Merah,Telok Blangah Way,390,Y
2015,Females,65 - 69,Bukit Merah,Tiong Bahru,440,Y
2015,Females,65 - 69,Bukit Merah,Tiong Bahru Station,520,Y
2015,Females,65 - 69,Bukit Panjang,Bangkit,550,Y
2015,Females,65 - 69,Bukit Panjang,Dairy Farm,100,Y
2015,Females,65 - 69,Bukit Panjang,Fajar,460,Y
2015,Females,65 - 69,Bukit Panjang,Jelebu,670,Y
2015,Females,65 - 69,Bukit Panjang,Nature Reserve,80,Y
2015,Females,65 - 69,Bukit Panjang,Saujana,370,Y
2015,Females,65 - 69,Bukit Panjang,Senja,340,Y
2015,Females,65 - 69,Bukit Timah,Anak Bukit,590,Y
2015,Females,65 - 69,Bukit Timah,Coronation Road,170,Y
2015,Females,65 - 69,Bukit Timah,Farrer Court,150,Y
2015,Females,65 - 69,Bukit Timah,Hillcrest,220,Y
2015,Females,65 - 69,Bukit Timah,Holland Road,230,Y
2015,Females,65 - 69,Bukit Timah,Leedon Park,180,Y
2015,Females,65 - 69,Bukit Timah,Swiss Club,120,Y
2015,Females,65 - 69,Bukit Timah,Ulu Pandan,360,Y
2015,Females,65 - 69,Changi,Changi Point,20,Y
2015,Females,65 - 69,Changi,Changi West,10,Y
2015,Females,65 - 69,Choa Chu Kang,Choa Chu Kang Central,370,Y
2015,Females,65 - 69,Choa Chu Kang,Choa Chu Kang North,470,Y
2015,Females,65 - 69,Choa Chu Kang,Keat Hong,230,Y
2015,Females,65 - 69,Choa Chu Kang,Peng Siang,560,Y
2015,Females,65 - 69,Choa Chu Kang,Teck Whye,600,Y
2015,Females,65 - 69,Choa Chu Kang,Yew Tee,590,Y
2015,Females,65 - 69,Clementi,Clementi Central,480,Y
2015,Females,65 - 69,Clementi,Clementi North,1240,Y
2015,Females,65 - 69,Clementi,Clementi West,570,Y
2015,Females,65 - 69,Clementi,Clementi Woods,570,Y
2015,Females,65 - 69,Clementi,Faber,90,Y
2015,Females,65 - 69,Clementi,Sunset Way,210,Y
2015,Females,65 - 69,Clementi,West Coast,140,Y
2015,Females,65 - 69,Downtown Core,Bugis,110,Y
2015,Females,65 - 69,Downtown Core,Central Subzone,10,Y
2015,Females,65 - 69,Geylang,Aljunied,1180,Y
2015,Females,65 - 69,Geylang,Geylang East,1070,Y
2015,Females,65 - 69,Geylang,Kampong Ubi,290,Y
2015,Females,65 - 69,Geylang,Macpherson,790,Y
2015,Females,65 - 69,Hougang,Hougang Central,110,Y
2015,Females,65 - 69,Hougang,Hougang East,490,Y
2015,Females,65 - 69,Hougang,Hougang West,1240,Y
2015,Females,65 - 69,Hougang,Kangkar,660,Y
2015,Females,65 - 69,Hougang,Kovan,620,Y
2015,Females,65 - 69,Hougang,Lorong Ah Soo,1080,Y
2015,Females,65 - 69,Hougang,Tai Seng,350,Y
2015,Females,65 - 69,Hougang,Trafalgar,870,Y
2015,Females,65 - 69,Jurong East,Lakeside,30,Y
2015,Females,65 - 69,Jurong East,Teban Gardens,640,Y
2015,Females,65 - 69,Jurong East,Toh Guan,320,Y
2015,Females,65 - 69,Jurong East,Yuhua East,860,Y
2015,Females,65 - 69,Jurong East,Yuhua West,520,Y
2015,Females,65 - 69,Jurong West,Boon Lay Place,610,Y
2015,Females,65 - 69,Jurong West,Hong Kah,1520,Y
2015,Females,65 - 69,Jurong West,Jurong West Central,990,Y
2015,Females,65 - 69,Jurong West,Taman Jurong,700,Y
2015,Females,65 - 69,Jurong West,Wenya,140,Y
2015,Females,65 - 69,Jurong West,Yunnan,1250,Y
2015,Females,65 - 69,Kallang,Bendemeer,1020,Y
2015,Females,65 - 69,Kallang,Boon Keng,340,Y
2015,Females,65 - 69,Kallang,Crawford,350,Y
2015,Females,65 - 69,Kallang,Geylang Bahru,390,Y
2015,Females,65 - 69,Kallang,Kampong Bugis,30,Y
2015,Females,65 - 69,Kallang,Kampong Java,410,Y
2015,Females,65 - 69,Kallang,Lavender,270,Y
2015,Females,65 - 69,Kallang,Tanjong Rhu,250,Y
2015,Females,65 - 69,Mandai,Mandai Estate,40,Y
2015,Females,65 - 69,Marine Parade,Katong,260,Y
2015,Females,65 - 69,Marine Parade,Marine Parade,980,Y
2015,Females,65 - 69,Marine Parade,Mountbatten,280,Y
2015,Females,65 - 69,Newton,Cairnhill,80,Y
2015,Females,65 - 69,Newton,Goodwood Park,20,Y
2015,Females,65 - 69,Newton,Monk's Hill,30,Y
2015,Females,65 - 69,Newton,Newton Circus,10,Y
2015,Females,65 - 69,Newton,Orange Grove,50,Y
2015,Females,65 - 69,Novena,Balestier,940,Y
2015,Females,65 - 69,Novena,Dunearn,110,Y
2015,Females,65 - 69,Novena,Malcolm,70,Y
2015,Females,65 - 69,Novena,Moulmein,160,Y
2015,Females,65 - 69,Novena,Mount Pleasant,10,Y
2015,Females,65 - 69,Orchard,Boulevard,10,Y
2015,Females,65 - 69,Orchard,Somerset,10,Y
2015,Females,65 - 69,Orchard,Tanglin,20,Y
2015,Females,65 - 69,Outram,China Square,80,Y
2015,Females,65 - 69,Outram,Chinatown,340,Y
2015,Females,65 - 69,Outram,Pearl's Hill,270,Y
2015,Females,65 - 69,Outram,People's Park,20,Y
2015,Females,65 - 69,Pasir Ris,Flora Drive,210,Y
2015,Females,65 - 69,Pasir Ris,Loyang East,50,Y
2015,Females,65 - 69,Pasir Ris,Pasir Ris Central,410,Y
2015,Females,65 - 69,Pasir Ris,Pasir Ris Drive,1060,Y
2015,Females,65 - 69,Pasir Ris,Pasir Ris Park,30,Y
2015,Females,65 - 69,Pasir Ris,Pasir Ris West,490,Y
2015,Females,65 - 69,Punggol,Matilda,430,Y
2015,Females,65 - 69,Punggol,Northshore,10,Y
2015,Females,65 - 69,Punggol,Punggol Field,720,Y
2015,Females,65 - 69,Punggol,Punggol Town Centre,70,Y
2015,Females,65 - 69,Punggol,Waterway East,380,Y
2015,Females,65 - 69,Queenstown,Commonwealth,290,Y
2015,Females,65 - 69,Queenstown,Dover,410,Y
2015,Females,65 - 69,Queenstown,Ghim Moh,500,Y
2015,Females,65 - 69,Queenstown,Holland Drive,600,Y
2015,Females,65 - 69,Queenstown,Kent Ridge,20,Y
2015,Females,65 - 69,Queenstown,Margaret Drive,320,Y
2015,Females,65 - 69,Queenstown,Mei Chin,460,Y
2015,Females,65 - 69,Queenstown,One North,10,Y
2015,Females,65 - 69,Queenstown,Pasir Panjang 1,100,Y
2015,Females,65 - 69,Queenstown,Pasir Panjang 2,90,Y
2015,Females,65 - 69,Queenstown,Port,10,Y
2015,Females,65 - 69,Queenstown,Queensway,10,Y
2015,Females,65 - 69,Queenstown,Tanglin Halt,520,Y
2015,Females,65 - 69,River Valley,Institution Hill,90,Y
2015,Females,65 - 69,River Valley,Leonie Hill,50,Y
2015,Females,65 - 69,River Valley,One Tree Hill,50,Y
2015,Females,65 - 69,River Valley,Oxley,50,Y
2015,Females,65 - 69,Rochor,Bencoolen,50,Y
2015,Females,65 - 69,Rochor,Farrer Park,90,Y
2015,Females,65 - 69,Rochor,Little India,130,Y
2015,Females,65 - 69,Rochor,Mount Emily,20,Y
2015,Females,65 - 69,Rochor,Selegie,10,Y
2015,Females,65 - 69,Rochor,Sungei Road,100,Y
2015,Females,65 - 69,Rochor,Victoria,100,Y
2015,Females,65 - 69,Sembawang,Admiralty,240,Y
2015,Females,65 - 69,Sembawang,Sembawang Central,390,Y
2015,Females,65 - 69,Sembawang,Sembawang North,380,Y
2015,Females,65 - 69,Sembawang,Sembawang Springs,90,Y
2015,Females,65 - 69,Sembawang,Sembawang Straits,40,Y
2015,Females,65 - 69,Sengkang,Anchorvale,580,Y
2015,Females,65 - 69,Sengkang,Compassvale,280,Y
2015,Females,65 - 69,Sengkang,Fernvale,550,Y
2015,Females,65 - 69,Sengkang,Rivervale,1090,Y
2015,Females,65 - 69,Sengkang,Sengkang Town Centre,850,Y
2015,Females,65 - 69,Serangoon,Lorong Chuan,190,Y
2015,Females,65 - 69,Serangoon,Seletar Hills,380,Y
2015,Females,65 - 69,Serangoon,Serangoon Central,840,Y
2015,Females,65 - 69,Serangoon,Serangoon Garden,1310,Y
2015,Females,65 - 69,Serangoon,Serangoon North,310,Y
2015,Females,65 - 69,Serangoon,Upper Paya Lebar,500,Y
2015,Females,65 - 69,Singapore River,Robertson Quay,40,Y
2015,Females,65 - 69,Southern Islands,Sentosa,20,Y
2015,Females,65 - 69,Sungei Kadut,Gali Batu,10,Y
2015,Females,65 - 69,Sungei Kadut,Turf Club,20,Y
2015,Females,65 - 69,Tampines,Simei,920,Y
2015,Females,65 - 69,Tampines,Tampines East,3150,Y
2015,Females,65 - 69,Tampines,Tampines West,1630,Y
2015,Females,65 - 69,Tampines,Xilin,30,Y
2015,Females,65 - 69,Tanglin,Chatsworth,130,Y
2015,Females,65 - 69,Tanglin,Nassim,210,Y
2015,Females,65 - 69,Tanglin,Ridout,40,Y
2015,Females,65 - 69,Tanglin,Tyersall,90,Y
2015,Females,65 - 69,Toa Payoh,Boon Teck,510,Y
2015,Females,65 - 69,Toa Payoh,Braddell,320,Y
2015,Females,65 - 69,Toa Payoh,Joo Seng,220,Y
2015,Females,65 - 69,Toa Payoh,Kim Keat,310,Y
2015,Females,65 - 69,Toa Payoh,Lorong 8 Toa Payoh,270,Y
2015,Females,65 - 69,Toa Payoh,Pei Chun,390,Y
2015,Females,65 - 69,Toa Payoh,Potong Pasir,490,Y
2015,Females,65 - 69,Toa Payoh,Sennett,150,Y
